연번,행정동,설치장소,관리부서,전화번호,위도,경도
902,여좌동,경상남도 창원시 진해구 여명로 25번길 55 내수면연구소앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1591982,128.6583436
903,경화동,경상남도 창원시 진해구 조천로 5-7 조천 경로당 앞(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1585991,128.6833025
904,충무동,경상남도 창원시 진해구 중원로 33 (진해청소년전당)(중평동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1472202,128.6586884
905,이동,경상남도 창원시 진해구 충장로 455번길 이동사무소앞 (이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1484274,128.6991727
906,석동,경상남도 창원시 진해구 석동로 39번길37 (정원헤어)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1570219,128.7005223
907,석동,경상남도 창원시 진해구 석동로 79-17 (검정다화)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1573703,128.7058044
908,이동,경상남도 창원시 진해구 동진로92번길 15 대풍이동빌라(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1481596,128.7016323
909,이동,경상남도 창원시 진해구 해원로 2번길19 (미소드림아파트)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1530454,128.6970138
910,석동,경상남도 창원시 진해구 석동로83번안길 2 베니스텔(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1583245,128.7055015
911,석동,경상남도 창원시 진해구 진해대로 762 (새로움)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1582109,128.6987865
912,석동,경상남도 창원시 진해구 석동로 59번길47 (방앗간)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1587769,128.7044541
913,석동,경상남도 창원시 진해구 돌리로 10번길24 (골닭)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1578373,128.7025879
914,석동,경상남도 창원시 진해구 돌리로 21번길 8 (한솔빌)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1603286,128.7006198
915,이동,경상남도 창원시 진해구 돌리로 16번길3-3 (SJ하우스)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1594318,128.7012829
916,석동,경상남도 창원시 진해구 석동로 59번길27-2 (카일룸)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1571862,128.7029469
917,석동,경상남도 창원시 진해구 진해대로 763번길 17 (삼오가든)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1601738,128.6996585
918,석동,경상남도 창원시 진해구 돌리로21번길5(석동.성호빌라)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1599553,128.7008339
919,풍호동,경상남도 창원시 진해구 진해대로 979 16-1(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1420582,128.7075965
920,여좌동,경상남도 창원시 진해구 여좌로 9 나들가게(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1529236,128.6654624
921,풍호동,경상남도 창원시 진해구 진해대로976번길6-2 (벚꽃네일)(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1425265,128.7066978
922,충무동,경상남도 창원시 진해구 제황로 80번길5 (목화)(충무동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1513328,128.667435
923,자은동,경상남도 창원시 진해구 진해대로 913번길29 (은혜문구)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1482763,128.7101226
924,여좌동,경상남도 창원시 진해구 여좌로 114번길 7(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1615631,128.6637022
925,자은동,경상남도 창원시 진해구 냉천로 118 (스포츠토토)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1540717,128.7097197
926,병암동,경상남도 창원시 진해구 충장로345번길20(영제어린이집)(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1554398,128.6897697
927,웅천동,경상남도 창원시 진해구 명제로109번길7(죽곡동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1051258,128.7169935
928,이동,경상남도 창원시 진해구 이동로 14번길(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1507978,128.6932645
929,태백동,경상남도 창원시 진해구 진해대로 563번길35 (태성빌라)(태백동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1588915,128.6796004
930,이동,경상남도 창원시 진해구 충장로 446번길 31(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1487781,128.6950942
931,풍호동,경상남도 창원시 진해구 동진로 157번길2 (활어회집)(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.143151,128.7034196
932,웅동2동,경상남도 창원시 진해구 용원남로27번길 6 행복한교회(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0964839,128.8174487
933,웅동2동,경상남도 창원시 진해구 용원남로 7번길21 (용원건강원)(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0948483,128.8189665
934,웅동2동,경상남도 창원시 진해구 용원중로 5번길3-1 (대도원룸)(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0977038,128.8152401
935,웅동2동,경상남도 창원시 진해구 안골동 363-2 (용원 꼬리곰탕)(안골동),경상남도 창원시 진해구청 환경과,055-548-4521,35.098696,128.8038548
936,충무동,경상남도 창원시 진해구 속천로 81 (명품식품)(대죽동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1405509,128.6716123
937,풍호동,경상남도 창원시 진해구 충장로 459번길4 (대성보일러)(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1481915,128.699518
938,웅동2동,경상남도 창원시 진해구 용원남로 19-1 (용원 에코빌)(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0966944,128.8180857
939,웅동2동,경상남도 창원시 진해구 용원로 78번길 10 (대림하우스)(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0981551,128.8171955
940,충무동,경상남도 창원시 진해구 제황로 80번길18 (금강영지빌)(충무동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1510248,128.6688655
941,웅동2동,경상남도 창원시 진해구 용원로 90번길 9 (치킨사랑)(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0978023,128.8188618
942,풍호동,경상남도 창원시 진해구 천자로 385번길 9 (신광맨션)(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1357516,128.7067451
943,충무동,경상남도 창원시 진해구 인사로 11-1(충무동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1507077,128.668052
944,충무동,경상남도 창원시 진해구 인사로 32번길 8(인사동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1494655,128.6697998
945,충무동,경상남도 창원시 진해구 태평로 48번길24-21 (대죽빌라)(무송동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1441284,128.6653772
946,충무동,경상남도 창원시 진해구 인사동 7-46 (목화목욕탕)(인사동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1503283,128.6666391
947,자은동,경상남도 창원시 진해구 자은로 88번안길23 (여명빌라)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1527087,128.7125856
948,풍호동,경상남도 창원시 진해구 충장로 523번길7 (탑마트)(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1428259,128.7021932
949,덕산동,경상남도 창원시 진해구 덕산로 36번길22-1 (장호빌)(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1437008,128.7037073
950,덕산동,경상남도 창원시 진해구 덕산로 38-11 (자은하인츠)(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.145834,128.7040614
951,덕산동,경상남도 창원시 진해구 동진로 136-12 샤벨빌(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1452611,128.7025835
952,덕산동,경상남도 창원시 진해구 덕산로 22 (현대빌라)(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1465527,128.7021709
953,덕산동,경상남도 창원시 진해구 덕산로 38-3 (벨라지오)(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.146162,128.7040022
954,자은동,경상남도 창원시 진해구 진해대로 901번길7 (복지회관)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.149363,128.7077077
955,자은동,경상남도 창원시 진해구 자은로 6번길 16-1 (웰컴빌)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.148403,128.7051228
956,자은동,경상남도 창원시 진해구 자은로6번길 9 (사슴농장)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1485516,128.704346
957,자은동,경상남도 창원시 진해구 진해대로 922번길28-1 (빨래나라)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1472562,128.7040383
958,이동,경상남도 창원시 진해구 충장로 465번길 8 (세진카서비스)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1476151,128.7003689
959,이동,경상남도 창원시 진해구 동진로 78 (성원횟집)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1503508,128.7027359
960,이동,경상남도 창원시 진해구 충장로 449번길 34 (노블하우스)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1502667,128.701649
961,이동,경상남도 창원시 진해구 냉천로8번길19(이동.정원빌라)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.148378,128.6999804
962,이동,경상남도 창원시 진해구 충장로 439번길18 (H모텔)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1504009,128.6996394
963,이동,경상남도 창원시 진해구 이동로 72번길12-1 (이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1507532,128.7002986
964,이동,경상남도 창원시 진해구 이동로 58 (애연식장)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1510798,128.6981735
965,이동,경상남도 창원시 진해구 해원로 8번길17 (맛하롱)(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1534257,128.6972534
966,석동,경상남도 창원시 진해구 동진로 11번길2 (남원추어탕)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1543121,128.6978905
967,석동,경상남도 창원시 진해구 동진로 21 (청년숯불갈비)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1538071,128.6987135
968,석동,경상남도 창원시 진해구 동진로35번길10-1 (레고전)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1532893,128.7010005
969,석동,경상남도 창원시 진해구 석동로 20번길2 (매직헤어샵)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1538047,128.7012228
970,석동,경상남도 창원시 진해구 돌리로 1-5 (우성빌라)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1589914,128.6994409
971,석동,경상남도 창원시 진해구 돌리로 10번길25 (전진부동산)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1579186,128.7029623
972,자은동,경상남도 창원시 진해구 자은로64번나길 15 시티헤어(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1504858,128.7105094
973,덕산동,경상남도 창원시 진해구 덕산동 45번길33-1 (잔치국수)(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1452391,128.6992705
974,자은동,경상남도 창원시 진해구 자은로 78번길21 (하구빌라)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1502817,128.7099508
975,자은동,경상남도 창원시 진해구 진해대로 901번길29 (아인에스테틱)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1494013,128.7101186
976,자은동,경상남도 창원시 진해구 진해대로 913번길15 (현대할인마트)(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1481536,128.7087381
977,병암동,경상남도 창원시 진해구 경화시장로 34-3(경화빌라)(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1566155,128.6916128
978,병암동,경상남도 창원시 진해구 조천북로146번길9-8(창성맨션(나)(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1604414,128.6885644
979,경화동,경상남도 창원시 진해구 조천로 13번길10 (썬라이즈)(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1598756,128.6839167
980,석동,경상남도 창원시 진해구 진해대로 823번길13 (별난낙지)(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1574128,128.7054654
981,경화동,경상남도 창원시 진해구 조천로 7번길 아람마트빌앞(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1586635,128.6838779
982,여좌동,경상남도 창원시 진해구 여좌로 58번길 공영주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1563335,128.6625607
983,여좌동,경상남도 창원시 진해구 여좌로 118번길 15호집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1625257,128.6640851
984,여좌동,경상남도 창원시 진해구 여좌로 118번길 1호집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1620432,128.663187
985,여좌동,경상남도 창원시 진해구 여좌동 111-11 공영주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.157228,128.6625457
986,여좌동,경상남도 창원시 진해구 여좌로 47번길 동백빌앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1557934,128.6634995
987,여좌동,경상남도 창원시 진해구 여좌로 47번길 35호집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1559618,128.6599546
988,여좌동,경상남도 창원시 진해구 여명로 25번길 미군부대담앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1552295,128.6561992
989,여좌동,경상남도 창원시 진해구 여좌남로 16번길 진성머리방앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1550789,128.6577739
990,여좌동,경상남도 창원시 진해구 여명로 25번나길 10호집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1569375,128.6567639
991,여좌동,경상남도 창원시 진해구 중원로 85번길 충무관빌앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1516867,128.6602445
992,여좌동,경상남도 창원시 진해구 충장로 63번길 하천 복개 주차장옆(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1530466,128.6592939
993,여좌동,경상남도 창원시 진해구 여명로25번길 60 여명빌라앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1584256,128.6589698
994,충무동,경상남도 창원시 진해구 백구로 72 소방서길건너(익선동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1509337,128.6585442
995,충무동,경상남도 창원시 진해구 충무로58번길 13-1 중앙동 경로당앞(익선동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1505862,128.6575628
996,충무동,경상남도 창원시 진해구 충무로 67 드림빌 길건너(수송동),경상남도 창원시 진해구청 환경과,055-548-4521,35.151132,128.655062
997,충무동,경상남도 창원시 진해구 편백로 13번길 2 세븐편의점앞(수송동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1496994,128.6576778
998,충무동,경상남도 창원시 진해구 중원동로 55-1 세광병원 장례식장 입구(광화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.14965,128.6610389
999,충무동,경상남도 창원시 진해구 태평로 7번길 평화빌라트옆(근화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1463013,128.6601899
1000,충무동,경상남도 창원시 진해구 태평로 7번길 클라우드모텔옆(광화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1463013,128.6601899
1001,충무동,경상남도 창원시 진해구 태평로 48번길 공영주차장앞(무송동),경상남도 창원시 진해구청 환경과,055-548-4521,35.145981,128.6644798
1002,충무동,경상남도 창원시 진해구 태평로 48번길 아침에 혼밥집앞(태평동),경상남도 창원시 진해구청 환경과,055-548-4521,35.145981,128.6644798
1003,충무동,경상남도 창원시 진해구 중원동로10번길 살롬하우스앞(충의동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1455334,128.6606751
1004,충무동,경상남도 창원시 진해구 인사로 38번길 안성빌라앞(제황산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1498292,128.6704795
1005,충무동,경상남도 창원시 진해구 인사로 10 충무동 경로당앞(인사동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1504648,128.6677815
1006,충무동,경상남도 창원시 진해구 충장로 168번길 부흥빌라앞(충무동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1518198,128.6703226
1007,이동,경상남도 창원시 진해구 충장로 364번길 홈플러스뒤쪽(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1539506,128.6919131
1008,충무동,경상남도 창원시 진해구 충장로 176번길 수 요양병원뒤(충무동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1520176,128.6713395
1009,경화동,경상남도 창원시 진해구 조천로 23번길 14 킹스키즈 어린이집앞(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1598511,128.6834767
1010,경화동,경상남도 창원시 진해구 진해대로 597번길 기찻길옆(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1574592,128.6816247
1011,태백동,경상남도 창원시 진해구 태백서로 14번길 도로옆(태백동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1535837,128.6722078
1012,여좌동,경상남도 창원시 진해구 여좌로 114번길 11-2호집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1615149,128.6642448
1013,여좌동,경상남도 창원시 진해구 여좌남로 55번길 술창고앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1549905,128.6620821
1014,여좌동,경상남도 창원시 진해구 충장로 41 북원로타리 공중전화옆 아이나비앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.153298,128.656873
1015,웅동2동,경상남도 창원시 진해구 용재로 89번길 11 오렌지카운티앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1015603,128.8198255
1016,웅동2동,경상남도 창원시 진해구 용재로 89번길 빅할인마트앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1006632,128.8196643
1017,웅동2동,경상남도 창원시 진해구 용재로 67번길 용원고등학교 후문옆(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1011585,128.8172342
1018,웅동2동,경상남도 창원시 진해구 용재로 59번길 그린빌라앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1013179,128.8163128
1019,웅동2동,경상남도 창원시 진해구 용재로 35번길 풀하우스빌앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1018451,128.8136314
1020,웅동2동,경상남도 창원시 진해구 용재로 3번길 바르미 칼국수주차장안(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1024862,128.8105354
1021,웅동2동,경상남도 창원시 진해구 용원중로 25시 편의점앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.099791,128.8161608
1022,웅동2동,경상남도 창원시 진해구 용원중로 31-1 명사십리 냉면집앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1001753,128.8162733
1023,웅동2동,경상남도 창원시 진해구 용원로 89번길 10-1 돈치킨앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0994574,128.8193624
1024,풍호동,경상남도 창원시 진해구 진해대로 1047번길 윈드워도빌앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1361299,128.7085436
1025,풍호동,경상남도 창원시 진해구 천자로 373번길 풍호빌라앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1351811,128.7057149
1026,풍호동,경상남도 창원시 진해구 진해대로 982번길 6-1호집앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1419506,128.7060321
1027,풍호동,경상남도 창원시 진해구 충장로 657번길 35 동인당한약국옆(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1311765,128.7073422
1028,덕산동,경상남도 창원시 진해구 덕산로 40번길 금수저빌앞(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1461448,128.70411
1029,덕산동,경상남도 창원시 진해구 충장로 491번길 송원볼링장앞(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1457716,128.7011734
1030,자은동,경상남도 창원시 진해구 진해대로 914번길 9 자은탕 주차장앞(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1478416,128.7059966
1031,석동,경상남도 창원시 진해구 냉천로 62번길 세븐편의점앞(석동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1518869,128.7041952
1032,이동,경상남도 창원시 진해구 해원로 2번길 이동 원조할매 보신탕집앞(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.153289,128.6944801
1033,풍호동,경상남도 창원시 진해구 충장로 603번길 평화그린빌앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1358895,128.702653
1034,풍호동,경상남도 창원시 진해구 충장로 523번길 제이에스빌앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1428852,128.7014401
1035,풍호동,경상남도 창원시 진해구 동진로157번길 5 덕산동사무소주차장앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1433449,128.7037509
1036,풍호동,경상남도 창원시 진해구 덕산로 40번길 23호 집앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1437804,128.7044681
1037,풍호동,경상남도 창원시 진해구 덕산로 40번길 25-1호 집앞(풍호동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1434401,128.7044991
1038,덕산동,경상남도 창원시 진해구 충장로 499 킹모텔뒤쪽(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1448478,128.701275
1039,여좌동,경상남도 창원시 진해구 여좌로 21번길 진해보삼앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1539608,128.664868
1040,여좌동,경상남도 창원시 진해구 여좌로 15번길 공영주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1533206,128.6652212
1041,여좌동,경상남도 창원시 진해구 여좌로 15번길 목양교회앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1533206,128.6652212
1042,여좌동,경상남도 창원시 진해구 여좌남로 45-1-7번길 주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1552998,128.66085
1043,여좌동,경상남도 창원시 진해구 여좌로 21번길 34호 집앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1545735,128.661463
1044,여좌동,경상남도 창원시 진해구 여좌남로67번길 주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1548834,128.6631751
1045,여좌동,경상남도 창원시 진해구 여좌남로 55번길 아침공인중앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1549905,128.6620821
1046,여좌동,경상남도 창원시 진해구 여좌로 63번길 12번지앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1577108,128.66144
1047,여좌동,경상남도 창원시 진해구 여좌남로 77 농협앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1548243,128.66424
1048,여좌동,경상남도 창원시 진해구 여좌남로 67번길 12호앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1557191,128.663452
1049,여좌동,경상남도 창원시 진해구 여좌로 99번길 한스헤어앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.160188,128.6625668
1050,여좌동,경상남도 창원시 진해구 여좌천로 122 한전앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1639611,128.6612216
1051,여좌동,경상남도 창원시 진해구 여좌로 83번길 주차장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1588424,128.662324
1052,여좌동,경상남도 창원시 진해구 여명로 94 진해 건강원앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1579844,128.6619407
1053,여좌동,경상남도 창원시 진해구 여좌남로 55번길 신협 볼링장앞(여좌동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1549905,128.6620821
1054,경화동,경상남도 창원시 진해구 조천북로 154번길옆(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1613383,128.6888203
1055,덕산동,경상남도 창원시 진해구 동진로 57-10 로원빌라앞(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1519991,128.7019595
1056,덕산동,경상남도 창원시 진해구 충장로 491번길 소문난 떡집앞(덕산동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1457716,128.7011734
1057,자은동,경상남도 창원시 진해구 동진로 100번길 2 이화미용실옆 다리위(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1483992,128.7027168
1058,자은동,경상남도 창원시 진해구 동진로 92번길 영양클럽앞(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1491362,128.7027068
1059,이동,경상남도 창원시 진해구 냉천로 12번길 갯마을 장어구이집앞(이동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1498095,128.6991036
1060,자은동,경상남도 창원시 진해구 자은로 64번길 필하우스 빌라앞(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1513073,128.708966
1061,자은동,경상남도 창원시 진해구 자은로 64번길 15 셀프무인 빨래방앞 (자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1499367,128.7089352
1062,자은동,경상남도 창원시 진해구 자은로 64번길 장군 숯불갈비앞(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1513073,128.708966
1063,자은동,경상남도 창원시 진해구 자은로 88번길 편의점옆 도로위(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.152687,128.7107323
1064,자은동,경상남도 창원시 진해구 자은로 88번길 8호집앞(자은동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1521278,128.7102846
1065,경화동,경상남도 창원시 진해구 병암로 37번길 한림아파트옆(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1568693,128.6928517
1066,경화동,경상남도 창원시 진해구 충장로 263번길 28호집앞(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1564404,128.680745
1067,경화동,경상남도 창원시 진해구 중초로 29번길 24호집앞(경화동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1557491,128.6782497
1068,충무동,경상남도 창원시 진해구 충무로 78 충장로타리 엑스파일앞(수송동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1524788,128.6562457
1069,웅동2동,경상남도 창원시 진해구 용원중로 30번길 20 용원 중학교앞 란하우스옆(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0993792,128.8182821
1070,웅동2동,경상남도 창원시 진해구 용원중로 26번길 본가 어탕집앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.099791,128.8161608
1071,웅동2동,경상남도 창원시 진해구 용원중로 6번길 5-9 용원 초등학교뒤 하나빌앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0981129,128.8161933
1072,웅동2동,경상남도 창원시 진해구 용원남로 73번길 15 황금알 빌라앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0994061,128.8128424
1073,웅동2동,경상남도 창원시 진해구 용원북로 6번길 동진주택앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1034607,128.815509
1074,웅동2동,경상남도 창원시 진해구 용원북로 5번길 이마트편의점앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1034607,128.815509
1075,웅동2동,경상남도 창원시 진해구 용원북로 11번길 8 뜰에유치원앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.104053,128.8152086
1076,웅동2동,경상남도 창원시 진해구 용원북로 5번길 프라임빌앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1034607,128.815509
1077,웅동2동,경상남도 창원시 진해구 용원북로 17번길 하이빌앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1052801,128.8151857
1078,웅동2동,경상남도 창원시 진해구 용원북로 11번길 우람건설앞(용원동),경상남도 창원시 진해구청 환경과,055-548-4521,35.1034607,128.815509
1079,웅동2동,경상남도 창원시 진해구 안골로 318번길 동림하우스옆(안골동),경상남도 창원시 진해구청 환경과,055-548-4521,35.0997032,128.8084329
